Product_Launch_Id,Product_Category,Weeks_Since_Launch,Stores_Selling,Units_that_sold_that_week,Distinct_Customers_Buying_At_Least_Once_Cumulative,Distinct_Customers_Buying_More_Than_Once_Cumulative,Cumulative_Units_Sold_To_Convenience_At_Home_Customers,Cumulative_Units_Sold_To_Family_Focussed_Customers,Cumulative_Units_Sold_To_Finest_Customers,Cumulative_Units_Sold_To_Grab_and_Go_Customers,Cumulative_Units_Sold_To_Shoppers_On_A_Budget,Cumulative_Units_Sold_To_Traditional_Homes_Customers,Cumulative_Units_Sold_To_Watching_The_Waistline_Customers,Cumulative_Units_Sold_To_Least_Price_Sensitive_Customers,Cumulative_Units_Sold_To_Price_Sensitive_Customers,Cumulative_Units_Sold_To_Splurge_And_Save_Customers,Cumulative_Units_Sold_To_Very_Price_Sensitive_Customers
3449,Soft Drinks,7,371,871,2463,324,733,117,975,123,283,650,128,307,1317,249,1019
3449,Soft Drinks,8,343,735,2941,408,909,145,1173,143,346,784,149,365,1561,320,1267
3449,Soft Drinks,9,201,354,3149,452,967,153,1282,151,377,855,161,393,1698,351,1370
3449,Soft Drinks,10,207,374,3363,509,1047,162,1390,162,403,940,171,422,1851,378,1480
3449,Soft Drinks,11,160,275,3502,549,1101,172,1447,183,419,1010,177,454,1967,396,1544
3449,Soft Drinks,12,156,335,3680,592,1164,184,1566,195,442,1070,185,478,2106,406,1660
3449,Soft Drinks,13,82,142,3756,605,1194,190,1618,198,455,1095,187,494,2166,415,1706
3449,Soft Drinks,14,64,,,,,,,,,,,,,,
3449,Soft Drinks,15,45,,,,,,,,,,,,,,
3449,Soft Drinks,16,21,,,,,,,,,,,,,,
3449,Soft Drinks,17,14,,,,,,,,,,,,,,
3449,Soft Drinks,18,21,,,,,,,,,,,,,,
3449,Soft Drinks,19,9,,,,,,,,,,,,,,
3449,Soft Drinks,20,11,,,,,,,,,,,,,,
3449,Soft Drinks,21,12,,,,,,,,,,,,,,
3449,Soft Drinks,22,4,,,,,,,,,,,,,,
3449,Soft Drinks,23,4,,,,,,,,,,,,,,
3449,Soft Drinks,24,3,,,,,,,,,,,,,,
3449,Soft Drinks,25,7,,,,,,,,,,,,,,
3449,Soft Drinks,26,6,,,,,,,,,,,,,,
3451,Soft Drinks,1,18,20,20,0,1,0,3,1,4,4,1,2,4,0,6
3451,Soft Drinks,2,143,251,232,8,50,11,55,4,19,72,13,15,98,20,79
3451,Soft Drinks,3,207,324,520,20,130,22,129,12,40,132,31,38,212,48,175
3451,Soft Drinks,4,273,553,937,61,249,39,247,31,96,246,48,90,399,89,342
3451,Soft Drinks,5,265,470,1296,96,346,53,362,46,127,352,71,137,553,132,484
3451,Soft Drinks,6,308,570,1732,151,451,76,498,64,168,480,93,190,745,163,666
3451,Soft Drinks,7,339,787,2281,222,631,104,697,90,235,621,121,248,1006,224,931
3451,Soft Drinks,8,300,675,2755,286,792,122,895,109,296,735,143,294,1273,268,1147
3451,Soft Drinks,9,173,318,2951,334,864,132,968,121,326,799,158,323,1377,305,1247
3451,Soft Drinks,10,159,286,3127,374,930,143,1058,128,343,848,164,337,1477,329,1347
3451,Soft Drinks,11,146,239,3291,404,997,147,1110,137,356,898,168,343,1576,347,1421
3451,Soft Drinks,12,143,247,3449,431,1041,156,1183,141,383,949,172,355,1668,369,1499
3451,Soft Drinks,13,68,104,3517,442,1069,160,1210,144,393,969,173,368,1710,379,1522
3451,Soft Drinks,14,46,,,,,,,,,,,,,,
3451,Soft Drinks,15,23,,,,,,,,,,,,,,
3451,Soft Drinks,16,24,,,,,,,,,,,,,,
3451,Soft Drinks,17,12,,,,,,,,,,,,,,
3451,Soft Drinks,18,21,,,,,,,,,,,,,,
3451,Soft Drinks,19,5,,,,,,,,,,,,,,
3451,Soft Drinks,20,4,,,,,,,,,,,,,,
3451,Soft Drinks,21,3,,,,,,,,,,,,,,
3451,Soft Drinks,22,6,,,,,,,,,,,,,,
3451,Soft Drinks,23,1,,,,,,,,,,,,,,
3451,Soft Drinks,24,5,,,,,,,,,,,,,,
3451,Soft Drinks,25,2,,,,,,,,,,,,,,
3451,Soft Drinks,26,3,,,,,,,,,,,,,,
3452,Soft Drinks,1,11,17,14,0,2,0,5,3,2,4,1,2,4,7,4
3452,Soft Drinks,2,105,230,190,9,43,5,65,10,25,60,21,16,90,28,93
3452,Soft Drinks,3,299,829,739,69,232,49,311,39,77,241,64,75,403,125,374
3452,Soft Drinks,4,444,1155,1510,167,491,74,628,83,170,528,112,173,812,235,775
3452,Soft Drinks,5,485,1349,2359,273,740,107,1038,118,252,905,170,253,1332,343,1264
3452,Soft Drinks,6,504,1424,3215,420,1040,167,1491,158,335,1217,226,351,1884,455,1761
3452,Soft Drinks,7,480,1227,3903,536,1266,220,1860,194,420,1507,281,435,2386,537,2167
3452,Soft Drinks,8,399,956,4458,634,1494,249,2110,226,512,1729,315,500,2765,605,2515
3452,Soft Drinks,9,408,936,4985,722,1724,283,2365,254,593,1931,339,566,3104,686,2847
3452,Soft Drinks,10,384,1009,5510,839,1906,314,2643,281,684,2201,376,645,3452,764,3224
3452,Soft Drinks,11,356,838,5952,915,2092,342,2881,305,755,2410,397,707,3734,839,3546
3452,Soft Drinks,12,329,720,6341,979,2257,362,3083,327,801,2586,430,769,3981,914,3796
3452,Soft Drinks,13,301,664,6687,1030,2387,377,3301,350,848,2713,466,832,4216,991,4001
3452,Soft Drinks,14,288,,,,,,,,,,,,,,
3452,Soft Drinks,15,233,,,,,,,,,,,,,,
3452,Soft Drinks,16,180,,,,,,,,,,,,,,
3452,Soft Drinks,17,122,,,,,,,,,,,,,,
3452,Soft Drinks,18,107,,,,,,,,,,,,,,
3452,Soft Drinks,19,60,,,,,,,,,,,,,,
3452,Soft Drinks,20,51,,,,,,,,,,,,,,
3452,Soft Drinks,21,28,,,,,,,,,,,,,,
3452,Soft Drinks,22,22,,,,,,,,,,,,,,
3452,Soft Drinks,23,16,,,,,,,,,,,,,,
3452,Soft Drinks,24,13,,,,,,,,,,,,,,
3452,Soft Drinks,25,7,,,,,,,,,,,,,,
3452,Soft Drinks,26,9,,,,,,,,,,,,,,
3454,Soft Drinks,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0
3454,Soft Drinks,2,25,33,32,0,14,0,8,0,1,8,1,2,18,4,8
3454,Soft Drinks,3,154,264,257,9,68,5,106,3,19,70,11,30,139,22,87
3454,Soft Drinks,4,328,746,890,35,247,33,317,19,81,249,29,66,408,56,408
3454,Soft Drinks,5,335,726,1477,87,412,63,538,28,146,386,50,117,678,97,683
3454,Soft Drinks,6,340,624,1968,140,559,76,719,47,174,538,70,170,903,162,878
3454,Soft Drinks,7,301,482,2340,190,682,96,851,58,206,630,93,217,1080,201,1036
3454,Soft Drinks,8,300,491,2703,242,791,112,991,70,260,721,112,261,1285,235,1188
3454,Soft Drinks,9,500,1148,3526,379,1039,151,1330,89,361,965,150,322,1721,303,1636
3454,Soft Drinks,10,431,824,4132,471,1193,177,1578,108,440,1129,175,383,1987,369,1951
3454,Soft Drinks,11,317,513,4499,532,1311,199,1708,120,490,1220,193,435,2173,415,2107
3454,Soft Drinks,12,249,399,4773,575,1394,223,1821,129,529,1289,207,474,2322,443,2234
3454,Soft Drinks,13,221,327,4988,621,1455,237,1909,138,557,1358,220,509,2433,473,2332
3454,Soft Drinks,14,314,,,,,,,,,,,,,,
3454,Soft Drinks,15,185,,,,,,,,,,,,,,
3454,Soft Drinks,16,134,,,,,,,,,,,,,,
3454,Soft Drinks,17,147,,,,,,,,,,,,,,
3454,Soft Drinks,18,199,,,,,,,,,,,,,,
3454,Soft Drinks,19,186,,,,,,,,,,,,,,
3454,Soft Drinks,20,88,,,,,,,,,,,,,,
3454,Soft Drinks,21,86,,,,,,,,,,,,,,
3454,Soft Drinks,22,61,,,,,,,,,,,,,,
3454,Soft Drinks,23,68,,,,,,,,,,,,,,
3454,Soft Drinks,24,69,,,,,,,,,,,,,,
3454,Soft Drinks,25,49,,,,,,,,,,,,,,
3454,Soft Drinks,26,50,,,,,,,,,,,,,,
3455,Soft Drinks,1,3,7,6,1,2,0,0,0,0,5,0,0,2,0,4
3455,Soft Drinks,2,24,45,44,2,13,3,12,1,3,15,4,4,17,9,20
3455,Soft Drinks,3,84,183,177,9,65,9,55,3,21,58,11,12,98,23,78
3455,Soft Drinks,4,212,441,523,37,159,24,181,16,59,154,32,41,252,62,242
3455,Soft Drinks,5,318,692,1047,88,309,44,392,40,114,314,49,87,487,130,483
3455,Soft Drinks,6,338,819,1656,137,474,70,630,67,160,515,85,152,760,184,800
3455,Soft Drinks,7,383,944,2282,226,644,106,905,92,241,729,111,217,1094,262,1126
3455,Soft Drinks,8,360,894,2839,313,798,131,1193,115,302,946,126,277,1447,316,1419
3455,Soft Drinks,9,321,687,3292,376,913,155,1413,142,369,1098,146,322,1729,357,1652
3455,Soft Drinks,10,317,643,3700,445,1057,170,1614,164,426,1224,165,369,1968,393,1889
3455,Soft Drinks,11,283,715,4141,505,1215,191,1798,184,498,1368,188,427,2215,443,2131
3455,Soft Drinks,12,252,661,4520,567,1360,205,1976,205,550,1513,211,483,2476,478,2347
3455,Soft Drinks,13,243,507,4810,618,1460,213,2156,219,590,1621,227,521,2640,510,2569
3455,Soft Drinks,14,211,,,,,,,,,,,,,,
3455,Soft Drinks,15,193,,,,,,,,,,,,,,
3455,Soft Drinks,16,185,,,,,,,,,,,,,,
3455,Soft Drinks,17,130,,,,,,,,,,,,,,
3455,Soft Drinks,18,118,,,,,,,,,,,,,,
3455,Soft Drinks,19,112,,,,,,,,,,,,,,
3455,Soft Drinks,20,79,,,,,,,,,,,,,,
3455,Soft Drinks,21,57,,,,,,,,,,,,,,
3455,Soft Drinks,22,30,,,,,,,,,,,,,,
3455,Soft Drinks,23,27,,,,,,,,,,,,,,
3455,Soft Drinks,24,23,,,,,,,,,,,,,,
3455,Soft Drinks,25,6,,,,,,,,,,,,,,
3455,Soft Drinks,26,11,,,,,,,,,,,,,,
3457,Salad Dresing&sandwich Spreads,1,4,4,4,0,1,0,0,1,0,1,1,2,1,1,0
3457,Salad Dresing&sandwich Spreads,2,11,11,15,0,3,0,1,3,1,1,5,8,2,1,3
3457,Salad Dresing&sandwich Spreads,3,27,28,43,0,12,1,1,8,3,3,14,19,11,4,8
3457,Salad Dresing&sandwich Spreads,4,35,38,80,1,20,2,1,14,5,10,27,35,23,9,12
3457,Salad Dresing&sandwich Spreads,5,46,47,126,1,28,5,3,21,7,14,47,47,39,17,21
3457,Salad Dresing&sandwich Spreads,6,53,56,181,2,43,6,3,32,9,17,67,73,55,24,24
3457,Salad Dresing&sandwich Spreads,7,77,82,260,3,68,7,5,40,13,23,99,99,90,34,30
3457,Salad Dresing&sandwich Spreads,8,61,63,319,7,83,8,5,49,15,32,117,128,104,38,36
3457,Salad Dresing&sandwich Spreads,9,91,94,408,12,111,10,12,57,17,40,152,157,137,51,49
3457,Salad Dresing&sandwich Spreads,10,209,231,633,17,162,18,18,94,37,79,220,229,240,74,72
3457,Salad Dresing&sandwich Spreads,11,141,152,769,26,208,23,23,111,44,96,273,280,300,90,91
3457,Salad Dresing&sandwich Spreads,12,115,122,882,33,235,26,29,122,49,112,320,323,350,101,101
3457,Salad Dresing&sandwich Spreads,13,109,117,983,40,262,31,31,140,53,124,362,355,407,107,116
3457,Salad Dresing&sandwich Spreads,14,131,,,,,,,,,,,,,,
3457,Salad Dresing&sandwich Spreads,15,94,,,,,,,,,,,,,,
3457,Salad Dresing&sandwich Spreads,16,121,,,,,,,,,,,,,,
3457,Salad Dresing&sandwich Spreads,17,109,,,,,,,,,,,,,,
3457,Salad Dresing&sandwich Spreads,18,90,,,,,,,,,,,,,,
3457,Salad Dresing&sandwich Spreads,19,101,,,,,,,,,,,,,,
3457,Salad Dresing&sandwich Spreads,20,78,,,,,,,,,,,,,,
3457,Salad Dresing&sandwich Spreads,21,82,,,,,,,,,,,,,,
3457,Salad Dresing&sandwich Spreads,22,100,,,,,,,,,,,,,,
3457,Salad Dresing&sandwich Spreads,23,103,,,,,,,,,,,,,,
3457,Salad Dresing&sandwich Spreads,24,111,,,,,,,,,,,,,,
3457,Salad Dresing&sandwich Spreads,25,96,,,,,,,,,,,,,,
3457,Salad Dresing&sandwich Spreads,26,104,,,,,,,,,,,,,,
3458,Frzn Seafood,1,43,57,54,1,17,3,14,9,6,6,2,10,15,10,20
3458,Frzn Seafood,2,133,205,223,9,77,5,76,19,37,27,16,33,98,24,100
3458,Frzn Seafood,3,112,138,348,15,129,10,100,26,57,44,27,53,162,37,136
3458,Frzn Seafood,4,155,201,529,21,189,13,145,40,97,67,39,95,256,52,178
3458,Frzn Seafood,5,145,198,694,35,250,19,192,53,139,87,45,128,340,69,236
3458,Frzn Seafood,6,116,145,816,49,288,22,221,64,166,108,55,155,393,90,273
3458,Frzn Seafood,7,120,153,943,60,333,25,258,77,188,124,66,185,463,104,302
3458,Frzn Seafood,8,258,436,1294,89,480,36,365,107,253,165,85,230,644,136,454
3458,Frzn Seafood,9,314,513,1702,124,643,48,486,140,341,214,104,286,840,171,638
3458,Frzn Seafood,10,324,606,2168,174,861,62,627,180,434,267,131,334,1076,212,878
3458,Frzn Seafood,11,330,609,2623,242,1053,77,773,229,527,331,155,376,1325,248,1128
3458,Frzn Seafood,12,354,742,3195,320,1288,89,953,271,652,394,213,446,1658,285,1386
3458,Frzn Seafood,13,395,814,3806,409,1559,102,1154,324,784,455,258,515,1986,334,1699
3458,Frzn Seafood,14,363,,,,,,,,,,,,,,
3458,Frzn Seafood,15,339,,,,,,,,,,,,,,
3458,Frzn Seafood,16,140,,,,,,,,,,,,,,
3458,Frzn Seafood,17,166,,,,,,,,,,,,,,
3458,Frzn Seafood,18,141,,,,,,,,,,,,,,
3458,Frzn Seafood,19,127,,,,,,,,,,,,,,
3458,Frzn Seafood,20,107,,,,,,,,,,,,,,
3458,Frzn Seafood,21,111,,,,,,,,,,,,,,
3458,Frzn Seafood,22,135,,,,,,,,,,,,,,
3458,Frzn Seafood,23,121,,,,,,,,,,,,,,
3458,Frzn Seafood,24,94,,,,,,,,,,,,,,
3458,Frzn Seafood,25,115,,,,,,,,,,,,,,
3458,Frzn Seafood,26,120,,,,,,,,,,,,,,
3469,Brooms & Mops,1,5,5,5,0,1,0,0,0,0,2,1,1,1,0,2
3469,Brooms & Mops,2,13,15,20,0,5,1,0,1,1,4,3,4,3,2,5
3469,Brooms & Mops,3,40,45,64,0,15,4,7,1,4,12,8,13,18,6,11
3469,Brooms & Mops,4,81,89,151,0,37,9,20,8,10,23,15,26,41,18,31
3469,Brooms & Mops,5,115,121,269,0,64,14,37,16,21,41,27,43,83,29,58
3469,Brooms & Mops,6,133,155,422,0,86,27,55,28,31,74,53,81,134,45,85
3469,Brooms & Mops,7,109,123,541,1,115,30,63,39,49,90,71,112,172,53,110
3469,Brooms & Mops,8,128,139,676,1,149,39,85,46,62,100,88,133,225,68,133
3469,Brooms & Mops,9,150,166,838,1,177,48,105,64,79,133,104,167,282,84,167
3469,Brooms & Mops,10,100,114,950,1,202,59,115,75,84,148,122,189,322,100,181
3469,Brooms & Mops,11,149,169,1116,1,239,70,138,82,98,174,144,221,386,116,207
3469,Brooms & Mops,12,150,163,1277,1,267,81,161,94,108,200,177,253,442,139,234
3469,Brooms & Mops,13,138,151,1424,2,299,91,175,102,119,235,195,276,497,153,270
3469,Brooms & Mops,14,147,,,,,,,,,,,,,,
3469,Brooms & Mops,15,145,,,,,,,,,,,,,,
3469,Brooms & Mops,16,156,,,,,,,,,,,,,,
3469,Brooms & Mops,17,194,,,,,,,,,,,,,,
3469,Brooms & Mops,18,191,,,,,,,,,,,,,,
3469,Brooms & Mops,19,215,,,,,,,,,,,,,,
3469,Brooms & Mops,20,201,,,,,,,,,,,,,,
3469,Brooms & Mops,21,185,,,,,,,,,,,,,,
3469,Brooms & Mops,22,167,,,,,,,,,,,,,,
3469,Brooms & Mops,23,173,,,,,,,,,,,,,,
3469,Brooms & Mops,24,189,,,,,,,,,,,,,,
3469,Brooms & Mops,25,196,,,,,,,,,,,,,,
3469,Brooms & Mops,26,399,,,,,,,,,,,,,,
3480,Cigarettes,1,18,25,19,2,2,0,11,1,4,4,0,3,7,4,8
3480,Cigarettes,2,53,79,70,5,36,0,23,1,7,21,1,6,28,8,48
3480,Cigarettes,3,82,124,141,20,70,0,54,4,22,45,7,8,77,16,99
3480,Cigarettes,4,94,148,224,37,102,5,113,7,23,65,7,15,106,22,170
3480,Cigarettes,5,93,144,297,55,147,10,154,11,28,94,8,16,154,37,235
3480,Cigarettes,6,117,183,387,81,191,17,204,13,31,125,20,30,194,53,317
3480,Cigarettes,7,89,167,450,97,237,22,257,15,38,142,27,41,245,68,381
3480,Cigarettes,8,108,165,531,111,291,24,312,16,48,163,32,51,301,83,446
3480,Cigarettes,9,111,177,604,136,343,30,357,16,54,176,42,56,344,104,503
3480,Cigarettes,10,108,185,688,150,392,37,413,17,59,209,47,74,401,131,555
3480,Cigarettes,11,110,154,771,170,432,50,447,18,74,228,50,75,456,149,594
3480,Cigarettes,12,105,164,836,187,474,60,487,19,81,255,57,80,499,170,645
3480,Cigarettes,13,109,176,907,208,524,62,537,19,98,282,62,85,558,186,702
3480,Cigarettes,14,116,,,,,,,,,,,,,,
3480,Cigarettes,15,116,,,,,,,,,,,,,,
3480,Cigarettes,16,136,,,,,,,,,,,,,,
3480,Cigarettes,17,126,,,,,,,,,,,,,,
3480,Cigarettes,18,129,,,,,,,,,,,,,,
3480,Cigarettes,19,114,,,,,,,,,,,,,,
3480,Cigarettes,20,140,,,,,,,,,,,,,,
3480,Cigarettes,21,138,,,,,,,,,,,,,,
3480,Cigarettes,22,149,,,,,,,,,,,,,,
3480,Cigarettes,23,160,,,,,,,,,,,,,,
3480,Cigarettes,24,162,,,,,,,,,,,,,,
3480,Cigarettes,25,160,,,,,,,,,,,,,,
3480,Cigarettes,26,193,,,,,,,,,,,,,,
3490,Frzn Meatless,1,6,6,6,0,1,0,1,2,0,0,2,1,3,1,1
3490,Frzn Meatless,2,24,32,36,0,4,0,2,5,1,5,21,11,17,6,3
3490,Frzn Meatless,3,51,64,95,4,10,0,7,17,3,13,52,31,39,16,14
3490,Frzn Meatless,4,48,64,154,6,15,0,7,26,5,21,89,54,61,27,19
3490,Frzn Meatless,5,42,54,199,13,16,1,12,29,9,28,120,76,80,33,22
3490,Frzn Meatless,6,39,45,234,19,17,1,14,32,12,30,153,93,93,42,26
3490,Frzn Meatless,7,32,38,258,26,20,1,14,38,15,31,176,105,105,52,28
3490,Frzn Meatless,8,43,58,298,34,22,1,15,49,18,36,209,126,125,64,30
3490,Frzn Meatless,9,46,60,331,44,28,4,16,54,20,43,244,164,135,66,37
3490,Frzn Meatless,10,76,107,403,53,39,10,16,75,25,56,291,200,175,82,46
3490,Frzn Meatless,11,83,122,484,67,49,16,20,102,32,75,338,232,235,96,59
3490,Frzn Meatless,12,87,123,566,83,61,20,23,121,38,90,394,267,281,116,72
3490,Frzn Meatless,13,102,136,650,104,74,26,31,137,56,92,458,301,335,132,94
3490,Frzn Meatless,14,79,,,,,,,,,,,,,,
3490,Frzn Meatless,15,81,,,,,,,,,,,,,,
3490,Frzn Meatless,16,81,,,,,,,,,,,,,,
3490,Frzn Meatless,17,68,,,,,,,,,,,,,,
3490,Frzn Meatless,18,80,,,,,,,,,,,,,,
3490,Frzn Meatless,19,95,,,,,,,,,,,,,,
3490,Frzn Meatless,20,119,,,,,,,,,,,,,,
3490,Frzn Meatless,21,126,,,,,,,,,,,,,,
3490,Frzn Meatless,22,122,,,,,,,,,,,,,,
3490,Frzn Meatless,23,92,,,,,,,,,,,,,,
3490,Frzn Meatless,24,88,,,,,,,,,,,,,,
3490,Frzn Meatless,25,69,,,,,,,,,,,,,,
3490,Frzn Meatless,26,78,,,,,,,,,,,,,,
3491,Frzn Meatless,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0
3491,Frzn Meatless,2,11,12,13,0,0,0,1,1,0,3,7,6,2,3,1
3491,Frzn Meatless,3,47,52,62,1,4,1,2,3,3,14,35,29,19,7,7
3491,Frzn Meatless,4,66,86,145,2,11,1,5,12,8,22,79,65,40,21,13
3491,Frzn Meatless,5,86,107,231,17,22,3,6,22,13,35,132,101,74,35,21
3491,Frzn Meatless,6,88,114,313,32,34,9,13,39,18,49,170,133,109,54,36
3491,Frzn Meatless,7,99,129,412,51,45,15,17,56,21,59,226,179,136,75,50
3491,Frzn Meatless,8,108,143,503,72,61,19,19,69,29,73,294,229,179,96,59
3491,Frzn Meatless,9,94,139,574,108,82,23,23,89,35,89,349,276,214,117,81
3491,Frzn Meatless,10,73,98,630,123,94,29,24,101,43,96,389,307,242,130,93
3491,Frzn Meatless,11,75,98,676,139,104,30,29,116,53,101,421,337,265,142,105
3491,Frzn Meatless,12,77,94,725,156,114,34,31,127,57,110,462,372,283,159,114
3491,Frzn Meatless,13,106,137,810,173,123,37,37,143,62,120,532,424,320,178,125
3491,Frzn Meatless,14,113,,,,,,,,,,,,,,
3491,Frzn Meatless,15,139,,,,,,,,,,,,,,
3491,Frzn Meatless,16,132,,,,,,,,,,,,,,
3491,Frzn Meatless,17,156,,,,,,,,,,,,,,
3491,Frzn Meatless,18,176,,,,,,,,,,,,,,
3491,Frzn Meatless,19,161,,,,,,,,,,,,,,
3491,Frzn Meatless,20,175,,,,,,,,,,,,,,
3491,Frzn Meatless,21,158,,,,,,,,,,,,,,
3491,Frzn Meatless,22,173,,,,,,,,,,,,,,
3491,Frzn Meatless,23,147,,,,,,,,,,,,,,
3491,Frzn Meatless,24,118,,,,,,,,,,,,,,
3491,Frzn Meatless,25,150,,,,,,,,,,,,,,
3491,Frzn Meatless,26,140,,,,,,,,,,,,,,
3492,Frzn Meatless,1,22,26,25,0,5,1,1,1,2,3,10,5,6,4,7
3492,Frzn Meatless,2,42,54,73,0,18,2,9,6,6,8,17,15,22,7,19
3492,Frzn Meatless,3,90,112,167,2,28,11,15,21,15,17,58,47,49,23,34
3492,Frzn Meatless,4,124,151,298,9,49,12,28,41,27,30,107,84,101,43,54
3492,Frzn Meatless,5,183,254,486,33,78,19,41,67,40,54,222,152,184,90,85
3492,Frzn Meatless,6,204,259,692,60,106,37,54,97,59,81,314,203,263,129,142
3492,Frzn Meatless,7,219,264,905,84,143,43,63,131,84,102,411,276,338,160,191
3492,Frzn Meatless,8,212,266,1097,111,178,54,76,171,104,122,508,336,438,195,234
3492,Frzn Meatless,9,216,262,1263,149,208,64,86,205,130,149,602,402,518,233,280
3492,Frzn Meatless,10,294,394,1522,193,275,77,105,256,156,183,730,501,622,289,356
3492,Frzn Meatless,11,263,368,1765,241,320,92,118,310,181,214,862,573,736,352,416
3492,Frzn Meatless,12,298,395,2021,292,381,105,130,367,210,242,1003,657,892,391,481
3492,Frzn Meatless,13,318,434,2274,358,441,115,156,426,244,282,1159,751,1038,464,549
3492,Frzn Meatless,14,199,,,,,,,,,,,,,,
3492,Frzn Meatless,15,191,,,,,,,,,,,,,,
3492,Frzn Meatless,16,195,,,,,,,,,,,,,,
3492,Frzn Meatless,17,196,,,,,,,,,,,,,,
3492,Frzn Meatless,18,203,,,,,,,,,,,,,,
3492,Frzn Meatless,19,202,,,,,,,,,,,,,,
3492,Frzn Meatless,20,202,,,,,,,,,,,,,,
3492,Frzn Meatless,21,238,,,,,,,,,,,,,,
3492,Frzn Meatless,22,200,,,,,,,,,,,,,,
3492,Frzn Meatless,23,347,,,,,,,,,,,,,,
3492,Frzn Meatless,24,379,,,,,,,,,,,,,,
3492,Frzn Meatless,25,291,,,,,,,,,,,,,,
3492,Frzn Meatless,26,322,,,,,,,,,,,,,,
3493,Frzn Meatless,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3493,Frzn Meatless,2,18,29,22,0,4,1,0,3,1,12,3,4,11,0,8
3493,Frzn Meatless,3,52,62,78,0,16,2,4,13,6,19,17,20,31,10,17
3493,Frzn Meatless,4,95,104,178,2,23,4,9,25,12,28,61,51,60,24,27
3493,Frzn Meatless,5,149,190,343,4,48,6,12,42,29,42,155,119,117,50,41
3493,Frzn Meatless,6,164,198,514,14,64,12,24,66,37,67,231,169,177,77,69
3493,Frzn Meatless,7,197,233,707,34,85,23,32,100,53,90,328,235,251,110,101
3493,Frzn Meatless,8,216,254,923,49,108,34,47,146,69,109,423,297,338,142,141
3493,Frzn Meatless,9,222,276,1146,69,146,45,60,187,92,134,527,378,434,176,182
3493,Frzn Meatless,10,212,258,1355,97,163,58,79,234,113,153,619,443,516,220,216
3493,Frzn Meatless,11,251,318,1601,123,208,72,91,271,126,182,752,514,625,272,263
3493,Frzn Meatless,12,277,371,1874,153,278,84,109,324,152,219,869,599,765,317,326
3493,Frzn Meatless,13,292,372,2152,185,327,99,122,385,175,264,981,676,900,367,377
3493,Frzn Meatless,14,248,,,,,,,,,,,,,,
3493,Frzn Meatless,15,150,,,,,,,,,,,,,,
3493,Frzn Meatless,16,124,,,,,,,,,,,,,,
3493,Frzn Meatless,17,128,,,,,,,,,,,,,,
3493,Frzn Meatless,18,135,,,,,,,,,,,,,,
3493,Frzn Meatless,19,180,,,,,,,,,,,,,,
3493,Frzn Meatless,20,123,,,,,,,,,,,,,,
3493,Frzn Meatless,21,128,,,,,,,,,,,,,,
3493,Frzn Meatless,22,104,,,,,,,,,,,,,,
3493,Frzn Meatless,23,121,,,,,,,,,,,,,,
3493,Frzn Meatless,24,248,,,,,,,,,,,,,,
3493,Frzn Meatless,25,318,,,,,,,,,,,,,,
3493,Frzn Meatless,26,212,,,,,,,,,,,,,,
3532,Potatoes,1,50,94,86,1,26,2,4,3,4,12,26,22,35,10,10
3532,Potatoes,2,75,196,258,7,57,7,16,20,11,54,85,85,94,38,28
3532,Potatoes,3,63,182,399,19,86,14,30,37,21,78,136,144,140,51,53
3532,Potatoes,4,66,163,524,26,129,18,39,56,29,98,177,184,202,67,77
3532,Potatoes,5,66,135,636,34,164,24,47,69,39,109,216,223,245,86,99
3532,Potatoes,6,47,127,720,47,196,28,59,81,47,123,249,251,292,96,126
3532,Potatoes,7,35,117,791,54,229,32,74,88,58,134,267,268,324,108,159
3532,Potatoes,8,39,77,851,62,246,37,79,97,62,145,285,293,348,116,164
3532,Potatoes,9,26,43,881,70,253,39,81,98,66,149,304,312,355,120,172
3532,Potatoes,10,20,51,913,77,262,45,84,99,68,160,314,325,365,124,187
3532,Potatoes,11,37,93,980,83,288,51,84,107,73,168,341,357,386,135,201
3532,Potatoes,12,22,35,1005,85,302,51,85,109,74,172,346,366,398,135,207
3532,Potatoes,13,17,26,1028,86,308,51,86,110,75,178,356,374,408,138,210
3532,Potatoes,14,17,,,,,,,,,,,,,,
3532,Potatoes,15,16,,,,,,,,,,,,,,
3532,Potatoes,16,13,,,,,,,,,,,,,,
3532,Potatoes,17,7,,,,,,,,,,,,,,
3532,Potatoes,18,10,,,,,,,,,,,,,,
3532,Potatoes,19,9,,,,,,,,,,,,,,
3532,Potatoes,20,138,,,,,,,,,,,,,,
3532,Potatoes,21,144,,,,,,,,,,,,,,
3532,Potatoes,22,129,,,,,,,,,,,,,,
3532,Potatoes,23,128,,,,,,,,,,,,,,
3532,Potatoes,24,146,,,,,,,,,,,,,,
3532,Potatoes,25,142,,,,,,,,,,,,,,
3532,Potatoes,26,122,,,,,,,,,,,,,,
3535,Games,1,7,7,7,0,1,0,4,0,0,1,0,0,3,1,2
3535,Games,2,54,62,66,0,8,0,16,9,4,16,8,13,31,5,12
3535,Games,3,86,127,186,0,31,0,39,26,14,42,31,41,82,21,37
3535,Games,4,146,203,375,1,75,8,67,40,27,98,54,89,168,43,66
3535,Games,5,188,258,607,5,127,16,99,65,47,149,102,148,278,72,101
